Word	MorphoLexSegm	Roots
deftest	{(deft)}>est>	['deft']
deftly	{(deft)}>ly>	['deft']
delectation	{(delect)>ion>}	['delect']
delegacies	{(deleg)>acy>}	['deleg']
delegacy	{(deleg)>acy>}	['deleg']
deleteriously	{(deleterious)}>ly>	['deleterious']
deliberateness	{(deliberate)}>ness>	['deliberate']
deliciousness	{(delicious)}>ness>	['delicious']
deliquescence	{(deliquesce)}>ance>	['deliquesce']
deliquescent	{(deliquesce)}>ant>	['deliquesce']
deliverances	{(deliver)}>ance>	['deliver']
deliverer	{(deliver)}>er>	['deliver']
deliverers	{(deliver)}>er>	['deliver']
deliveries	{(deliver)}>y>	['deliver']
demagogic	{(demagog)}>ic>	['demagog']
demagoguery	{(demagogue)}>ory>	['demagogue']
demeanour	{(demean)>our>}	['demean']
dementedly	{(dement)}>ly>	['dement']
demurely	{(demure)}>ly>	['demure']
demureness	{(demure)}>ness>	['demure']
demurrer	{(demur)}>er>	['demur']
cynicisms	{(cynic)}>ism>	['cynic']
cystitis	{(cyst)>itis>}	['cyst']
czarinas	{(czar)>ina>}	['czar']
dabblers	{(dabble)}>er>	['dabble']
dactylic	{(dactyl)}>ic>	['dactyl']
daddies	{(dad)}>y>	['dad']
dafter	{(daft)}>er>	['daft']
daftest	{(daft)}>est>	['daft']
daftly	{(daft)}>ly>	['daft']
daftness	{(daft)}>ness>	['daft']
damnable	{(damn)}>able>	['damn']
damnedest	{(damn)}>est>	['damn']
dampens	{(damp)}>en>	['damp']
dampers	{(damp)}>er>	['damp']
dampest	{(damp)}>est>	['damp']
dampish	{(damp)}>ish>	['damp']
damply	{(damp)}>ly>	['damp']
danker	{(dank)}>er>	['dank']
dankest	{(dank)}>est>	['dank']
dankness	{(dank)}>ness>	['dank']
darkens	{(dark)}>en>	['dark']
darkies	{(dark)}>y>	['dark']
dashingly	{(dash)}>ly>	['dash']
dateless	{(date)}>less>	['date']
daughterly	{(daughter)}>ly>	['daughter']
dawdler	{(dawdle)}>er>	['dawdle']
dawdlers	{(dawdle)}>er>	['dawdle']
dazedly	{(daze)}>ly>	['daze']
dazzler	{(dazzle)}>er>	['dazzle']
deaconess	{(deacon)}>ess>	['deacon']
deaconesses	{(deacon)}>ess>	['deacon']
deadening	{(dead)}>en>	['dead']
deadens	{(dead)}>en>	['dead']
deafening	{(deaf)}>en>	['deaf']
deafens	{(deaf)}>en>	['deaf']
deafer	{(deaf)}>er>	['deaf']
deafest	{(deaf)}>est>	['deaf']
deafness	{(deaf)}>ness>	['deaf']
deaneries	{(dean)}>ory>	['dean']
deanery	{(dean)}>ory>	['dean']
dearies	{(dear)}>y>	['dear']
dearness	{(dear)}>ness>	['dear']
deathless	{(death)}>less>	['death']
debater	{(debate)}>er>	['debate']
debaters	{(debate)}>er>	['debate']
debaucheries	{(debauch)}>ory>	['debauch']
debtors	{(debt)}>or>	['debt']
decimated	{(decim)>ate>}	['decim']
decimates	{(decim)>ate>}	['decim']
decimating	{(decim)>ate>}	['decim']
cretinous	{(cretin)}>ious>	['cretin']
cricketers	{(cricket)}>er>	['cricket']
crimean	{(crimea)}>n>	['crimea']
crisper	{(crisp)}>er>	['crisp']
crispest	{(crisp)}>est>	['crisp']
crisscrosses	{(criss)>cross>}	['criss']
crisscrossing	{(criss)>cross>}	['criss']
criticizes	{(critic)}>ize>	['critic']
crofter	{(croft)}>er>	['croft']
crofters	{(croft)}>er>	['croft']
crookedly	{(crook)}>ly>	['crook']
crookedness	{(crook)}>ness>	['crook']
crooner	{(croon)}>er>	['croon']
crooners	{(croon)}>er>	['croon']
croppers	{(crop)}>er>	['crop']
crosser	{(cross)}>er>	['cross']
crossest	{(cross)}>est>	['cross']
crossly	{(cross)}>ly>	['cross']
crossness	{(cross)}>ness>	['cross']
croupy	{(croup)}>y>	['croup']
crowdedness	{(crowd)}>ness>	['crowd']
cruder	{(crude)}>er>	['crude']
cruelest	{(cruel)}>est>	['cruel']
crueller	{(cruel)}>er>	['cruel']
cruellest	{(cruel)}>est>	['cruel']
cruelness	{(cruel)}>ness>	['cruel']
cruelties	{(cruel)}>ity>	['cruel']
crushingly	{(crush)}>ly>	['crush']
crystallizes	{(crystal)}>ize>	['crystal']
cuddlesome	{(cuddle)}>some>	['cuddle']
cupfuls	{(cup)}>ful>	['cup']
cupidity	{(cupid)}>ity>	['cupid']
cursedly	{(curse)}>ly>	['curse']
curtailment	{(curtail)}>ment>	['curtail']
curtailments	{(curtail)}>ment>	['curtail']
curter	{(curt)}>er>	['curt']
curtly	{(curt)}>ly>	['curt']
cussedness	{(cuss)}>ness>	['cuss']
cutely	{(cute)}>ly>	['cute']
cuter	{(cute)}>er>	['cute']
cuttingly	{(cut)}>ly>	['cut']
cosmogonies	{(cosmo)>ogony>}	['cosmo']
cosmogony	{(cosmo)>ogony>}	['cosmo']
costumers	{(costume)}>er>	['costume']
cottager	{(cottage)}>er>	['cottage']
cottagers	{(cottage)}>er>	['cottage']
counsellors	{(counsel)}>or>	['counsel']
counterfeiters	{(counterfeit)}>er>	['counterfeit']
countesses	{(count)}>ess>	['count']
couplets	{(couple)}>et>	['couple']
courser	{(course)}>er>	['course']
coursers	{(course)}>er>	['course']
courteousness	{(courteous)}>ness>	['courteous']
courtships	{(court)}>ship>	['court']
cousinly	{(cousin)}>ly>	['cousin']
coverlets	{(cover)}>let>	['cover']
crabbedly	{(crab)}>ly>	['crab']
crabbedness	{(crab)}>ness>	['crab']
crammer	{(cram)}>er>	['cram']
crammers	{(cram)}>er>	['cram']
crassest	{(crass)}>est>	['crass']
crassly	{(crass)}>ly>	['crass']
cravenly	{(craven)}>ly>	['craven']
cravenness	{(craven)}>ness>	['craven']
crawlers	{(crawl)}>er>	['crawl']
creameries	{(cream)}>ory>	['cream']
creamers	{(cream)}>er>	['cream']
consulates	{(consul)}>ate>	['consul']
consulships	{(consul)}>ship>	['consul']
consultancies	{(consult)}>ancy>	['consult']
consultancy	{(consult)}>ancy>	['consult']
contagions	{(contag)>ion>}	['contag']
contenders	{(contend)}>er>	['contend']
contractions	{(contract)}>ion>	['contract']
contractible	{(contract)}>able>	['contract']
convectors	{(convect)}>or>	['convect']
contritely	{(contrite)}>ly>	['contrite']
contriver	{(contrive)}>er>	['contrive']
contrivers	{(contrive)}>er>	['contrive']
controllable	{(control)}>able>	['control']
contumaciously	{(contumacious)}>ly>	['contumacious']
convalescents	{(convalesce)}>ant>	['convalesce']
convexities	{(convex)}>ity>	['convex']
convexly	{(convex)}>ly>	['convex']
conveyances	{(convey)}>ance>	['convey']
conveyancing	{(convey)}>ance>	['convey']
conveyers	{(convey)}>er>	['convey']
cookers	{(cook)}>er>	['cook']
cookery	{(cook)}>ory>	['cook']
coolants	{(cool)}>ant>	['cool']
coolish	{(cool)}>ish>	['cool']
coolnesses	{(cool)}>ness>	['cool']
coopers	{(coop)}>er>	['coop']
coppery	{(copper)}>y>	['copper']
coptic	{(copt)}>ic>	['copt']
copyist	{(copy)}>ist>	['copy']
copyists	{(copy)}>ist>	['copy']
cordials	{(cord)>al>}	['cord']
corers	{(core)}>er>	['core']
corkage	{(cork)}>age>	['cork']
coronets	{(coron)>et>}	['coron']
corpora	{(corpor)>a>}	['corpor']
corporals	{(corpor)>al>}	['corpor']
correctitude	{(correct)}>itude>	['correct']
correspondences	{(correspond)}>ance>	['correspond']
corrigenda	{(corrig)>enda>}	['corrig']
corrigendum	{(corrig)>endum>}	['corrig']
compellingly	{(compel)}>ly>	['compel']
compendious	{(compend)>ious>}	['compend']
compendiums	{(compend)>ium>}	['compend']
compilers	{(compile)}>er>	['compile']
complacently	{(complacent)}>ly>	['complacent']
complainant	{(complain)}>ant>	['complain']
complainants	{(complain)}>ant>	['complain']
complainer	{(complain)}>er>	['complain']
complainers	{(complain)}>er>	['complain']
complainingly	{(complain)}>ly>	['complain']
complicatedness	{(complicate)}>ness>	['complicate']
comradely	{(comrade)}>ly>	['comrade']
comradeships	{(comrade)}>ship>	['comrade']
conceitedly	{(conceit)}>ly>	['conceit']
conceitedness	{(conceit)}>ness>	['conceit']
concernedly	{(concern)}>ly>	['concern']
concertedly	{(concert)}>ly>	['concert']
concisely	{(concise)}>ly>	['concise']
concoctions	{(concoct)}>ion>	['concoct']
concomitances	{(concomit)>ance>}	['concomit']
concomitants	{(concomit)>ant>}	['concomit']
concurrences	{(concur)}>ance>	['concur']
concussions	{(concuss)}>ion>	['concuss']
condemnations	{(condemn)}>ion>	['condemn']
condensers	{(condense)}>er>	['condense']
condescendingly	{(condescend)}>ly>	['condescend']
conditionals	{(condition)}>al>	['condition']
conferments	{(confer)}>ment>	['confer']
confessors	{(confess)}>or>	['confess']
confessedly	{(confess)}>ly>	['confess']
confusedly	{(confuse)}>ly>	['confuse']
congruities	{(congru)>ity>}	['congru']
coniferous	{(conifer)}>ious>	['conifer']
connectives	{(connect)}>ive>	['connect']
conscientiousness	{(conscientious)}>ness>	['conscientious']
conscientiously	{(conscientious)}>ly>	['conscientious']
consecutively	{(consecutive)}>ly>	['consecutive']
consignees	{(consign)}>ee>	['consign']
consignments	{(consign)}>ment>	['consign']
consignor	{(consign)}>or>	['consign']
consignors	{(consign)}>or>	['consign']
consortia	{(consort)>ia>}	['consort']
consortiums	{(consort)>ium>}	['consort']
coasters	{(coast)}>er>	['coast']
coarsening	{(coarse)}>en>	['coarse']
coarsens	{(coarse)}>en>	['coarse']
coarser	{(coarse)}>er>	['coarse']
coarsest	{(coarse)}>est>	['coarse']
coastwise	{(coast)}>wise>	['coast']
coaxingly	{(coax)}>ly>	['coax']
cobblers	{(cobble)}>er>	['cobble']
coiffured	{(coif)>ure>}	['coif']
coiffures	{(coif)>ure>}	['coif']
coinages	{(coin)}>age>	['coin']
coiner	{(coin)}>er>	['coin']
coiners	{(coin)}>er>	['coin']
collectives	{(collect)}>ive>	['collect']
collectedly	{(collect)}>ly>	['collect']
collieries	{(collier)}>y>	['collier']
colliery	{(collier)}>y>	['collier']
colombians	{(colombia)}>n>	['colombia']
colonizes	{(colon)>ize>}	['colon']
colonizing	{(colon)>ize>}	['colon']
colossi	{(coloss)>i>}	['coloss']
colossuses	{(coloss)>us>}	['coloss']
comber	{(comb)}>er>	['comb']
combers	{(comb)}>er>	['comb']
combustible	{(combust)}>able>	['combust']
comer	{(come)}>er>	['come']
comers	{(come)}>er>	['come']
cometary	{(comet)}>ory>	['comet']
cometh	{(come)}>th>	['come']
comforters	{(comfort)}>er>	['comfort']
commandeers	{(command)}>eer>	['command']
commandments	{(command)}>ment>	['command']
commandos	{(command)}>o>	['command']
commendations	{(commend)}>ion>	['commend']
commendatory	{(commend)}>ory>	['commend']
commentated	{(comment)}>ate>	['comment']
commentates	{(comment)}>ate>	['comment']
commentating	{(comment)}>ate>	['comment']
committals	{(commit)}>al>	['commit']
communicant	{(communic)>ant>}	['communic']
communicants	{(communic)>ant>}	['communic']
communicates	{(communic)>ate>}	['communic']
compactness	{(compact)}>ness>	['compact']
churchillian	{(churchill)}>ian>	['churchill']
cinderellas	{(cinder)>ella>}	['cinder']
cinematographs	{(cinema)}>tograph>	['cinema']
cinematograph	{(cinema)}>tograph>	['cinema']
civilities	{(civil)}>ity>	['civil']
civilizes	{(civil)}>ize>	['civil']
civilly	{(civil)}>y>	['civil']
clandestinely	{(clandestine)}>ly>	['clandestine']
clandestineness	{(clandestine)}>ness>	['clandestine']
clanger	{(clang)}>er>	['clang']
clangers	{(clang)}>er>	['clang']
clappers	{(clap)}>er>	['clap']
clarinettist	{(clarinet)}>ist>	['clarinet']
clarinettists	{(clarinet)}>ist>	['clarinet']
classifies	{(class)}>ify>	['class']
cleaner's	{(clean)}>er>	['clean']
cleanest	{(clean)}>est>	['clean']
cleanness	{(clean)}>ness>	['clean']
cleanser	{(cleanse)}>er>	['cleanse']
cleansers	{(cleanse)}>er>	['cleanse']
clearances	{(clear)}>ance>	['clear']
clearest	{(clear)}>est>	['clear']
cleavers	{(cleave)}>er>	['cleave']
cleverer	{(clever)}>er>	['clever']
cleverest	{(clever)}>est>	['clever']
climber	{(climb)}>er>	['climb']
climbers	{(climb)}>er>	['climb']
clinchers	{(clinch)}>er>	['clinch']
clinker	{(clink)}>er>	['clink']
clinkers	{(clink)}>er>	['clink']
cliquey	{(clique)}>y>	['clique']
cloddish	{(clod)}>ish>	['clod']
clothiers	{(cloth)}>er>	['cloth']
clownish	{(clown)}>ish>	['clown']
clubbable	{(club)}>able>	['club']
coagulants	{(coagul)>ant>}	['coagul']
coagulated	{(coagul)>ate>}	['coagul']
coagulates	{(coagul)>ate>}	['coagul']
coalescences	{(coalesce)}>ance>	['coalesce']
chaotically	{(chaotic)}>ly>	['chaotic']
chaplaincies	{(chaplain)}>acy>	['chaplain']
chaplaincy	{(chaplain)}>acy>	['chaplain']
characterless	{(character)}>less>	['character']
chargers	{(charge)}>er>	['charge']
charioteers	{(chariot)}>eer>	['chariot']
charismatic	{(charisma)>ic>}	['charisma']
charmers	{(charm)}>er>	['charm']
chartist	{(chart)}>ist>	['chart']
chasers	{(chase)}>er>	['chase']
chastely	{(chaste)}>ly>	['chaste']
chastened	{(chaste)}>en>	['chaste']
chastening	{(chaste)}>en>	['chaste']
chastens	{(chaste)}>en>	['chaste']
chaster	{(chaste)}>er>	['chaste']
chatterer	{(chatter)}>er>	['chatter']
chatterers	{(chatter)}>er>	['chatter']
chauvinists	{(chauvin)>ist>}	['chauvin']
cheapened	{(cheap)}>en>	['cheap']
cheapening	{(cheap)}>en>	['cheap']
cheapens	{(cheap)}>en>	['cheap']
cheapest	{(cheap)}>est>	['cheap']
cheapness	{(cheap)}>ness>	['cheap']
checkers	{(check)}>er>	['check']
chequer	{(cheque)}>er>	['cheque']
chequered	{(cheque)}>er>	['cheque']
chequering	{(cheque)}>er>	['cheque']
chequers	{(cheque)}>er>	['cheque']
cherubic	{(cherub)}>ic>	['cherub']
chicaneries	{(chicane)}>ory>	['chicane']
chicly	{(chic)}>ly>	['chic']
chieftaincies	{(chieftain)}>acy>	['chieftain']
chieftaincy	{(chieftain)}>acy>	['chieftain']
childhoods	{(child)}>hood>	['child']
chilean	{(chile)}>ian>	['chile']
chileans	{(chile)}>ian>	['chile']
chiller	{(chill)}>er>	['chill']
chillers	{(chill)}>er>	['chill']
chimerical	{(chimeric)}>al>	['chimeric']
chimerically	{(chimeric)}>ly>	['chimeric']
chippies	{(chip)}>y>	['chip']
chippy	{(chip)}>y>	['chip']
chirpy	{(chirp)}>y>	['chirp']
chiseller	{(chisel)}>er>	['chisel']
chisellers	{(chisel)}>er>	['chisel']
choiceness	{(choice)}>ness>	['choice']
choicer	{(choice)}>er>	['choice']
chivalrously	{(chivalrous)}>ly>	['chivalrous']
choicely	{(choice)}>ly>	['choice']
chokers	{(choke)}>er>	['choke']
cholerically	{(choleric)}>ly>	['choleric']
choppers	{(chop)}>er>	['chop']
christenings	{(christ)}>en>	['christ']
christens	{(christ)}>en>	['christ']
christiana	{(christ)>iana>}	['christ']
carvers	{(carve)}>er>	['carve']
casements	{(case)}>ment>	['case']
cashiering	{(cash)}>er>	['cash']
cashiers	{(cash)}>er>	['cash']
casualness	{(casual)}>ness>	['casual']
casuistic	{(casuist)}>ic>	['casuist']
casuistries	{(casuist)}>ory>	['casuist']
casuistry	{(casuist)}>ory>	['casuist']
catchment	{(catch)}>ment>	['catch']
catchments	{(catch)}>ment>	['catch']
catechisms	{(catech)>ism>}	['catech']
catechist	{(catech)>ist>}	['catech']
catechists	{(catech)>ist>}	['catech']
catechized	{(catech)>ize>}	['catech']
catechizes	{(catech)>ize>}	['catech']
catechizing	{(catech)>ize>}	['catech']
categorizes	{(categor)>ize>}	['categor']
caterers	{(cater)}>er>	['cater']
catholicity	{(catholic)}>ity>	['catholic']
cattish	{(cat)}>ish>	['cat']
caucasians	{(caucasia)}>n>	['caucasia']
causeless	{(cause)}>less>	['cause']
caustically	{(caustic)}>ly>	['caustic']
cautioning	{(caut)>ion>}	['caut']
cavaliers	{(caval)>er>}	['caval']
caviller	{(cavil)}>er>	['cavil']
cavillers	{(cavil)}>er>	['cavil']
celibate	{(celib)>ate>}	['celib']
celibates	{(celib)>ate>}	['celib']
cellarage	{(cellar)}>age>	['cellar']
cellarages	{(cellar)}>age>	['cellar']
censoring	{(cens)>or>}	['cens']
censuring	{(cens)>ure>}	['cens']
cerebrally	{(cerebral)}>ly>	['cerebral']
certainties	{(certain)}>ity>	['certain']
certitudes	{(cert)>itude>}	['cert']
challengers	{(challenge)}>er>	['challenge']
chancelleries	{(chancel)}>ory>	['chancel']
chancellors	{(chancel)}>or>	['chancel']
changeful	{(change)}>ful>	['change']
changeless	{(change)}>less>	['change']
changelings	{(change)}>ling>	['change']
calorific	{(calor)>ic>}	['calor']
calvinists	{(calvin)}>ist>	['calvin']
cambodians	{(cambodia)}>n>	['cambodia']
campaigner	{(campaign)}>er>	['campaign']
cancellations	{(cancel)}>ion>	['cancel']
candidacies	{(candid)>acy>}	['candid']
canines	{(can)>ine>}	['can']
cannibalism	{(cannibal)}>ism>	['cannibal']
cannibalized	{(cannibal)}>ize>	['cannibal']
cannibalizes	{(cannibal)}>ize>	['cannibal']
cannibalizing	{(cannibal)}>ize>	['cannibal']
canoeist	{(canoe)}>ist>	['canoe']
canoeists	{(canoe)}>ist>	['canoe']
canonizes	{(canon)}>ize>	['canon']
canonizing	{(canon)}>ize>	['canon']
canst	{(can)}>est>	['can']
cantankerously	{(cantankerous)}>ly>	['cantankerous']
cantankerousness	{(cantankerous)}>ness>	['cantankerous']
cantonment	{(canton)}>ment>	['canton']
cantonments	{(canton)}>ment>	['canton']
capaciously	{(capacious)}>ly>	['capacious']
capaciousness	{(capacious)}>ness>	['capacious']
capitation	{(capit)>ion>}	['capit']
capitations	{(capit)>ion>}	['capit']
carbonated	{(carbon)}>ate>	['carbon']
carbonating	{(carbon)}>ate>	['carbon']
carbonic	{(carbon)}>ic>	['carbon']
carboniferous	{(carbon)}>ious>	['carbon']
carbonize	{(carbon)}>ize>	['carbon']
carbonized	{(carbon)}>ize>	['carbon']
carbonizes	{(carbon)}>ize>	['carbon']
carbonizing	{(carbon)}>ize>	['carbon']
careerist	{(career)}>ist>	['career']
careerists	{(career)}>ist>	['career']
caressingly	{(caress)}>ly>	['caress']
carmelites	{(carmel)}>ite>	['carmel']
carnivores	{(carn)>ivore>}	['carn']
carollers	{(carol)}>er>	['carol']
carpathians	{(carpathia)}>n>	['carpathia']
carroty	{(carrot)}>y>	['carrot']
bullocks	{(bull)>ock>}	['bull']
bummers	{(bum)}>er>	['bum']
bumptiously	{(bumptious)}>ly>	['bumptious']
bumptiousness	{(bumptious)}>ness>	['bumptious']
buncha	{(bunch)>a>}	['bunch']
bungler	{(bungle)}>er>	['bungle']
bunglers	{(bungle)}>er>	['bungle']
bunkering	{(bunk)}>er>	['bunk']
bunkers	{(bunk)}>er>	['bunk']
busker	{(busk)}>er>	['busk']
buskers	{(busk)}>er>	['busk']
buyer's	{(buy)}>er>	['buy']
buzzers	{(buzz)}>er>	['buzz']
byronic	{(byron)}>ic>	['byron']
byronism	{(byron)}>ism>	['byron']
cabbies	{(cab)}>y>	['cab']
cackler	{(cackle)}>er>	['cackle']
cacklers	{(cackle)}>er>	['cackle']
caddish	{(cad)}>ish>	['cad']
cadger	{(cadge)}>er>	['cadge']
cadgers	{(cadge)}>er>	['cadge']
caesareans	{(caesar)}>ian>	['caesar']
cajolery	{(cajole)}>ory>	['cajole']
calcifies	{(calc)>ify>}	['calc']
calcifying	{(calc)>ify>}	['calc']
calculates	{(calcul)>ate>}	['calcul']
calculi	{(calcul)>i>}	['calcul']
calculuses	{(calcul)>us>}	['calcul']
brasher	{(brash)}>er>	['brash']
brashest	{(brash)}>est>	['brash']
brashly	{(brash)}>ly>	['brash']
brawler	{(brawl)}>er>	['brawl']
brawlers	{(brawl)}>er>	['brawl']
brawny	{(brawn)}>y>	['brawn']
brazilians	{(brazil)}>ian>	['brazil']
breadthwise	{(breadth)}>wise>	['breadth']
breakages	{(break)}>age>	['break']
breathers	{(breath)}>er>	['breath']
breeders	{(breed)}>er>	['breed']
brewer	{(brew)}>er>	['brew']
breweries	{(brew)}>ory>	['brew']
brightening	{(bright)}>en>	['bright']
briskest	{(brisk)}>est>	['brisk']
brittler	{(brittle)}>er>	['brittle']
brittlest	{(brittle)}>est>	['brittle']
broadness	{(broad)}>ness>	['broad']
broilers	{(broil)}>er>	['broil']
bronchioles	{(bronchi)>ole>}	['bronchi']
brotherhoods	{(brother)}>hood>	['brother']
brotherly	{(brother)}>ly>	['brother']
browner	{(brown)}>er>	['brown']
brownest	{(brown)}>est>	['brown']
brownies	{(brown)}>y>	['brown']
bruisers	{(bruise)}>er>	['bruise']
brusqueness	{(brusque)}>ness>	['brusque']
bucketful	{(bucket)}>ful>	['bucket']
bucketfuls	{(bucket)}>ful>	['bucket']
bucolically	{(bucolic)}>ly>	['bucolic']
buglers	{(bugle)}>er>	['bugle']
bulgarians	{(bulgaria)}>n>	['bulgaria']
boggy	{(bog)}>y>	['bog']
bohemians	{(bohemia)}>n>	['bohemia']
boisterously	{(boisterous)}>ly>	['boisterous']
boisterousness	{(boisterous)}>ness>	['boisterous']
bolivians	{(bolivia)}>n>	['bolivia']
bolshier	{(bolshie)}>er>	['bolshie']
bombardier	{(bombard)}>er>	['bombard']
bombardiers	{(bombard)}>er>	['bombard']
bombardments	{(bombard)}>ment>	['bombard']
boners	{(bone)}>er>	['bone']
boosters	{(boost)}>er>	['boost']
bootee	{(boot)}>ee>	['boot']
bootees	{(boot)}>ee>	['boot']
boozers	{(booze)}>er>	['booze']
boppers	{(bop)}>er>	['bop']
borates	{(bor)>ate>}	['bor']
borderer	{(border)}>er>	['border']
borderers	{(border)}>er>	['border']
borers	{(bore)}>er>	['bore']
borrowers	{(borrow)}>er>	['borrow']
bosomy	{(bosom)}>y>	['bosom']
botanize	{(botan)>ize>}	['botan']
botanized	{(botan)>ize>}	['botan']
botanizes	{(botan)>ize>}	['botan']
botanizing	{(botan)>ize>}	['botan']
botcher	{(botch)}>er>	['botch']
botchers	{(botch)}>er>	['botch']
botheration	{(bother)}>ion>	['bother']
bottleful	{(bottle)}>ful>	['bottle']
bottlefuls	{(bottle)}>ful>	['bottle']
bouncers	{(bounce)}>er>	['bounce']
bounder	{(bound)}>er>	['bound']
bounders	{(bound)}>er>	['bound']
bowdlerize	{(bowdler)}>ize>	['bowdler']
bowdlerized	{(bowdler)}>ize>	['bowdler']
bowdlerizes	{(bowdler)}>ize>	['bowdler']
bowdlerizing	{(bowdler)}>ize>	['bowdler']
bowlers	{(bowl)}>er>	['bowl']
boxers	{(box)}>er>	['box']
boxful	{(box)}>ful>	['box']
boxfuls	{(box)}>ful>	['box']
boyhoods	{(boy)}>hood>	['boy']
bracelets	{(brace)}>let>	['brace']
brackishness	{(brackish)}>ness>	['brackish']
brahmsian	{(brahms)}>ian>	['brahms']
brainless	{(brain)}>less>	['brain']
binderies	{(bind)}>ory>	['bind']
bitchy	{(bitch)}>y>	['bitch']
bitterer	{(bitter)}>er>	['bitter']
bitty	{(bit)}>y>	['bit']
bizarrely	{(bizarre)}>ly>	['bizarre']
blabber	{(blab)}>er>	['blab']
blabbered	{(blab)}>er>	['blab']
blabbering	{(blab)}>er>	['blab']
blabbers	{(blab)}>er>	['blab']
blackens	{(black)}>en>	['black']
blacker	{(black)}>er>	['black']
blackly	{(black)}>ly>	['black']
blander	{(bland)}>er>	['bland']
blandest	{(bland)}>est>	['bland']
blandishments	{(blandish)}>ment>	['blandish']
blanker	{(blank)}>er>	['blank']
blankest	{(blank)}>est>	['blank']
blankly	{(blank)}>ly>	['blank']
blankness	{(blank)}>ness>	['blank']
blasphemers	{(blaspheme)}>er>	['blaspheme']
blatantly	{(blatant)}>ly>	['blatant']
blazers	{(blaze)}>er>	['blaze']
bleacher	{(bleach)}>er>	['bleach']
bleaker	{(bleak)}>er>	['bleak']
bleakest	{(bleak)}>est>	['bleak']
bleeder	{(bleed)}>er>	['bleed']
bleeders	{(bleed)}>er>	['bleed']
blenders	{(blend)}>er>	['blend']
blessedly	{(bless)}>ly>	['bless']
blessedness	{(bless)}>ness>	['bless']
blighter	{(blight)}>er>	['blight']
blighters	{(blight)}>er>	['blight']
blimpish	{(blimp)}>ish>	['blimp']
blinder	{(blind)}>er>	['blind']
blindest	{(blind)}>est>	['blind']
blinkered	{(blink)}>er>	['blink']
blisteringly	{(blister)}>ly>	['blister']
bloaters	{(bloat)}>er>	['bloat']
blockaded	{(block)>ade>}	['block']
blockades	{(block)>ade>}	['block']
blonder	{(blond)}>er>	['blond']
blondest	{(blond)}>est>	['blond']
bloomers	{(bloom)}>er>	['bloom']
blotchy	{(blotch)}>y>	['blotch']
blotters	{(blot)}>er>	['blot']
